content_id_for_draft,item_id,item_type,source_content_id,literacy_term_id,lemma,pos,vocab_level,prompt,options_json,correct_option,answer_payload_json,explanation,wrong_option_reasons_json,source_version,expert_review_status,l5_grade_caveat,auto_validation_status,auto_validation_issues
MF_A_SC_SRL4L5PILOT_20260925_L5_003,MF_A_SC_SRL4L5PILOT_20260925_L5_003,MEANING_CHOICE,SR_L5CORE_4859,4859,논술,명사,5,'논술'의 뜻으로 가장 알맞은 것은?,"[""무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점"", ""전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것"", ""어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것"", ""서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것""]",3,"{""correct_option"": 3}",'논술'은 '어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것'이라는 뜻입니다.,"[{""option_no"": 1, ""distractor_lemma"": ""가치관"", ""distractor_content_id"": ""SR_L5CORE_4835"", ""reason"": ""이 설명은 '논술'이 아니라 '가치관'의 뜻이다(무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점). '논술'(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""계승"", ""distractor_content_id"": ""SR_L5CORE_4843"", ""reason"": ""이 설명은 '논술'이 아니라 '계승'의 뜻이다(전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것). '논술'(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""대등"", ""distractor_content_id"": ""SR_L5CORE_4868"", ""reason"": ""이 설명은 '논술'이 아니라 '대등'의 뜻이다(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것). '논술'(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L5_003,MF_C_SC_SRL4L5PILOT_20260925_L5_003,CONTEXT_MEANING,SR_L5CORE_4859,4859,논술,명사,5,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

그는 환경 문제에 대한 【논술을】 써서 상을 받았다.","[""무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점"", ""전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것"", ""어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것"", ""서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것""]",3,"{""correct_option"": 3}",문장 속 '논술을'은 '어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것'을 뜻합니다.,"[{""option_no"": 1, ""distractor_lemma"": ""가치관"", ""distractor_content_id"": ""SR_L5CORE_4835"", ""reason"": ""이 설명은 '논술'이 아니라 '가치관'의 뜻이다(무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점). '논술'(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""계승"", ""distractor_content_id"": ""SR_L5CORE_4843"", ""reason"": ""이 설명은 '논술'이 아니라 '계승'의 뜻이다(전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것). '논술'(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""대등"", ""distractor_content_id"": ""SR_L5CORE_4868"", ""reason"": ""이 설명은 '논술'이 아니라 '대등'의 뜻이다(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것). '논술'(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L5_004,MF_A_SC_SRL4L5PILOT_20260925_L5_004,MEANING_CHOICE,SR_L5CORE_4906,4906,부가,명사,5,'부가'의 뜻으로 가장 알맞은 것은?,"[""손쉽고 간단한 것"", ""어떤 일이 벌어지고 있는 장면이나 상황"", ""말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분"", ""주된 것에 다른 것을 더 덧붙이는 것""]",4,"{""correct_option"": 4}",'부가'는 '주된 것에 다른 것을 더 덧붙이는 것'이라는 뜻입니다.,"[{""option_no"": 1, ""distractor_lemma"": ""간략"", ""distractor_content_id"": ""SR_L5CORE_4836"", ""reason"": ""이 설명은 '부가'가 아니라 '간략'의 뜻이다(손쉽고 간단한 것). '부가'(주된 것에 다른 것을 더 덧붙이는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""국면"", ""distractor_content_id"": ""SR_L5CORE_4848"", ""reason"": ""이 설명은 '부가'가 아니라 '국면'의 뜻이다(어떤 일이 벌어지고 있는 장면이나 상황). '부가'(주된 것에 다른 것을 더 덧붙이는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""본론"", ""distractor_content_id"": ""SR_L5CORE_4904"", ""reason"": ""이 설명은 '부가'가 아니라 '본론'의 뜻이다(말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분). '부가'(주된 것에 다른 것을 더 덧붙이는 것)와 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L5_004,MF_C_SC_SRL4L5PILOT_20260925_L5_004,CONTEXT_MEANING,SR_L5CORE_4906,4906,부가,명사,5,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

기본 요금에 【부가】 서비스 비용이 추가로 붙었다.","[""손쉽고 간단한 것"", ""어떤 일이 벌어지고 있는 장면이나 상황"", ""말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분"", ""주된 것에 다른 것을 더 덧붙이는 것""]",4,"{""correct_option"": 4}",문장 속 '부가'는 '주된 것에 다른 것을 더 덧붙이는 것'을 뜻합니다.,"[{""option_no"": 1, ""distractor_lemma"": ""간략"", ""distractor_content_id"": ""SR_L5CORE_4836"", ""reason"": ""이 설명은 '부가'가 아니라 '간략'의 뜻이다(손쉽고 간단한 것). '부가'(주된 것에 다른 것을 더 덧붙이는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""국면"", ""distractor_content_id"": ""SR_L5CORE_4848"", ""reason"": ""이 설명은 '부가'가 아니라 '국면'의 뜻이다(어떤 일이 벌어지고 있는 장면이나 상황). '부가'(주된 것에 다른 것을 더 덧붙이는 것)와 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""본론"", ""distractor_content_id"": ""SR_L5CORE_4904"", ""reason"": ""이 설명은 '부가'가 아니라 '본론'의 뜻이다(말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분). '부가'(주된 것에 다른 것을 더 덧붙이는 것)와 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L5_005,MF_A_SC_SRL4L5PILOT_20260925_L5_005,MEANING_CHOICE,SR_L5CORE_4835,4835,가치관,명사,5,'가치관'의 뜻으로 가장 알맞은 것은?,"[""무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점"", ""여러 사정을 참고하여 생각에 넣는 것"", ""서두르고 급하게 목표를 향해 나아가는 것"", ""어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것""]",1,"{""correct_option"": 1}","'가치관'은 '무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점'이라는 뜻입니다.","[{""option_no"": 2, ""distractor_lemma"": ""감안"", ""distractor_content_id"": ""SR_L5CORE_4837"", ""reason"": ""이 설명은 '가치관'이 아니라 '감안'의 뜻이다(여러 사정을 참고하여 생각에 넣는 것). '가치관'(무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""급진"", ""distractor_content_id"": ""SR_L5CORE_4849"", ""reason"": ""이 설명은 '가치관'이 아니라 '급진'의 뜻이다(서두르고 급하게 목표를 향해 나아가는 것). '가치관'(무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""논술"", ""distractor_content_id"": ""SR_L5CORE_4859"", ""reason"": ""이 설명은 '가치관'이 아니라 '논술'의 뜻이다(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것). '가치관'(무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L5_005,MF_C_SC_SRL4L5PILOT_20260925_L5_005,CONTEXT_MEANING,SR_L5CORE_4835,4835,가치관,명사,5,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

청소년기에는 자신만의 【가치관을】 세워 나가는 것이 중요하다.","[""무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점"", ""여러 사정을 참고하여 생각에 넣는 것"", ""서두르고 급하게 목표를 향해 나아가는 것"", ""어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것""]",1,"{""correct_option"": 1}","문장 속 '가치관을'은 '무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점'을 뜻합니다.","[{""option_no"": 2, ""distractor_lemma"": ""감안"", ""distractor_content_id"": ""SR_L5CORE_4837"", ""reason"": ""이 설명은 '가치관'이 아니라 '감안'의 뜻이다(여러 사정을 참고하여 생각에 넣는 것). '가치관'(무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""급진"", ""distractor_content_id"": ""SR_L5CORE_4849"", ""reason"": ""이 설명은 '가치관'이 아니라 '급진'의 뜻이다(서두르고 급하게 목표를 향해 나아가는 것). '가치관'(무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""논술"", ""distractor_content_id"": ""SR_L5CORE_4859"", ""reason"": ""이 설명은 '가치관'이 아니라 '논술'의 뜻이다(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것). '가치관'(무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L5_006,MF_A_SC_SRL4L5PILOT_20260925_L5_006,MEANING_CHOICE,SR_L5CORE_4836,4836,간략,명사,5,'간략'의 뜻으로 가장 알맞은 것은?,"[""전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것"", ""손쉽고 간단한 것"", ""서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것"", ""주된 것에 다른 것을 더 덧붙이는 것""]",2,"{""correct_option"": 2}",'간략'은 '손쉽고 간단한 것'이라는 뜻입니다.,"[{""option_no"": 1, ""distractor_lemma"": ""계승"", ""distractor_content_id"": ""SR_L5CORE_4843"", ""reason"": ""이 설명은 '간략'이 아니라 '계승'의 뜻이다(전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것). '간략'(손쉽고 간단한 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""대등"", ""distractor_content_id"": ""SR_L5CORE_4868"", ""reason"": ""이 설명은 '간략'이 아니라 '대등'의 뜻이다(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것). '간략'(손쉽고 간단한 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""부가"", ""distractor_content_id"": ""SR_L5CORE_4906"", ""reason"": ""이 설명은 '간략'이 아니라 '부가'의 뜻이다(주된 것에 다른 것을 더 덧붙이는 것). '간략'(손쉽고 간단한 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L5_006,MF_C_SC_SRL4L5PILOT_20260925_L5_006,CONTEXT_MEANING,SR_L5CORE_4836,4836,간략,명사,5,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

발표 내용을 【간략하게】 정리해서 발표했다.","[""전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것"", ""손쉽고 간단한 것"", ""서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것"", ""주된 것에 다른 것을 더 덧붙이는 것""]",2,"{""correct_option"": 2}",문장 속 '간략하게'는 '손쉽고 간단한 것'을 뜻합니다.,"[{""option_no"": 1, ""distractor_lemma"": ""계승"", ""distractor_content_id"": ""SR_L5CORE_4843"", ""reason"": ""이 설명은 '간략'이 아니라 '계승'의 뜻이다(전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것). '간략'(손쉽고 간단한 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""대등"", ""distractor_content_id"": ""SR_L5CORE_4868"", ""reason"": ""이 설명은 '간략'이 아니라 '대등'의 뜻이다(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것). '간략'(손쉽고 간단한 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""부가"", ""distractor_content_id"": ""SR_L5CORE_4906"", ""reason"": ""이 설명은 '간략'이 아니라 '부가'의 뜻이다(주된 것에 다른 것을 더 덧붙이는 것). '간략'(손쉽고 간단한 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L5_007,MF_A_SC_SRL4L5PILOT_20260925_L5_007,MEANING_CHOICE,SR_L5CORE_4837,4837,감안,명사,5,'감안'의 뜻으로 가장 알맞은 것은?,"[""어떤 일이 벌어지고 있는 장면이나 상황"", ""말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분"", ""여러 사정을 참고하여 생각에 넣는 것"", ""무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점""]",3,"{""correct_option"": 3}",'감안'은 '여러 사정을 참고하여 생각에 넣는 것'이라는 뜻입니다.,"[{""option_no"": 1, ""distractor_lemma"": ""국면"", ""distractor_content_id"": ""SR_L5CORE_4848"", ""reason"": ""이 설명은 '감안'이 아니라 '국면'의 뜻이다(어떤 일이 벌어지고 있는 장면이나 상황). '감안'(여러 사정을 참고하여 생각에 넣는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""본론"", ""distractor_content_id"": ""SR_L5CORE_4904"", ""reason"": ""이 설명은 '감안'이 아니라 '본론'의 뜻이다(말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분). '감안'(여러 사정을 참고하여 생각에 넣는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""가치관"", ""distractor_content_id"": ""SR_L5CORE_4835"", ""reason"": ""이 설명은 '감안'이 아니라 '가치관'의 뜻이다(무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점). '감안'(여러 사정을 참고하여 생각에 넣는 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L5_007,MF_C_SC_SRL4L5PILOT_20260925_L5_007,CONTEXT_MEANING,SR_L5CORE_4837,4837,감안,명사,5,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

날씨가 좋지 않은 점을 【감안해서】 일정을 미루기로 했다.","[""어떤 일이 벌어지고 있는 장면이나 상황"", ""말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분"", ""여러 사정을 참고하여 생각에 넣는 것"", ""무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점""]",3,"{""correct_option"": 3}",문장 속 '감안해서'는 '여러 사정을 참고하여 생각에 넣는 것'을 뜻합니다.,"[{""option_no"": 1, ""distractor_lemma"": ""국면"", ""distractor_content_id"": ""SR_L5CORE_4848"", ""reason"": ""이 설명은 '감안'이 아니라 '국면'의 뜻이다(어떤 일이 벌어지고 있는 장면이나 상황). '감안'(여러 사정을 참고하여 생각에 넣는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""본론"", ""distractor_content_id"": ""SR_L5CORE_4904"", ""reason"": ""이 설명은 '감안'이 아니라 '본론'의 뜻이다(말이나 글에서 하고 싶은 주장이나 중심 내용을 담은 부분). '감안'(여러 사정을 참고하여 생각에 넣는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""가치관"", ""distractor_content_id"": ""SR_L5CORE_4835"", ""reason"": ""이 설명은 '감안'이 아니라 '가치관'의 뜻이다(무엇이 옳고 그른지, 중요한지 아닌지를 판단하는 자기만의 기준이나 관점). '감안'(여러 사정을 참고하여 생각에 넣는 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L5_008,MF_A_SC_SRL4L5PILOT_20260925_L5_008,MEANING_CHOICE,SR_L5CORE_4843,4843,계승,명사,5,'계승'의 뜻으로 가장 알맞은 것은?,"[""서두르고 급하게 목표를 향해 나아가는 것"", ""어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것"", ""손쉽고 간단한 것"", ""전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것""]",4,"{""correct_option"": 4}","'계승'은 '전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것'이라는 뜻입니다.","[{""option_no"": 1, ""distractor_lemma"": ""급진"", ""distractor_content_id"": ""SR_L5CORE_4849"", ""reason"": ""이 설명은 '계승'이 아니라 '급진'의 뜻이다(서두르고 급하게 목표를 향해 나아가는 것). '계승'(전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""논술"", ""distractor_content_id"": ""SR_L5CORE_4859"", ""reason"": ""이 설명은 '계승'이 아니라 '논술'의 뜻이다(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것). '계승'(전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""간략"", ""distractor_content_id"": ""SR_L5CORE_4836"", ""reason"": ""이 설명은 '계승'이 아니라 '간략'의 뜻이다(손쉽고 간단한 것). '계승'(전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L5_008,MF_C_SC_SRL4L5PILOT_20260925_L5_008,CONTEXT_MEANING,SR_L5CORE_4843,4843,계승,명사,5,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

그는 전통 도자기 기술을 【계승한】 장인이다.","[""서두르고 급하게 목표를 향해 나아가는 것"", ""어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것"", ""손쉽고 간단한 것"", ""전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것""]",4,"{""correct_option"": 4}","문장 속 '계승한'은 '전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것'을 뜻합니다.","[{""option_no"": 1, ""distractor_lemma"": ""급진"", ""distractor_content_id"": ""SR_L5CORE_4849"", ""reason"": ""이 설명은 '계승'이 아니라 '급진'의 뜻이다(서두르고 급하게 목표를 향해 나아가는 것). '계승'(전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 2, ""distractor_lemma"": ""논술"", ""distractor_content_id"": ""SR_L5CORE_4859"", ""reason"": ""이 설명은 '계승'이 아니라 '논술'의 뜻이다(어떤 주제에 대한 자신의 의견을 논리적으로 밝혀 쓰는 것). '계승'(전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""간략"", ""distractor_content_id"": ""SR_L5CORE_4836"", ""reason"": ""이 설명은 '계승'이 아니라 '간략'의 뜻이다(손쉽고 간단한 것). '계승'(전통이나 문화유산, 업적 등을 물려받아 이어 나가는 것)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_A_SC_SRL4L5PILOT_20260925_L5_009,MF_A_SC_SRL4L5PILOT_20260925_L5_009,MEANING_CHOICE,SR_L5CORE_4848,4848,국면,명사,5,'국면'의 뜻으로 가장 알맞은 것은?,"[""어떤 일이 벌어지고 있는 장면이나 상황"", ""서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것"", ""주된 것에 다른 것을 더 덧붙이는 것"", ""여러 사정을 참고하여 생각에 넣는 것""]",1,"{""correct_option"": 1}",'국면'은 '어떤 일이 벌어지고 있는 장면이나 상황'이라는 뜻입니다.,"[{""option_no"": 2, ""distractor_lemma"": ""대등"", ""distractor_content_id"": ""SR_L5CORE_4868"", ""reason"": ""이 설명은 '국면'이 아니라 '대등'의 뜻이다(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것). '국면'(어떤 일이 벌어지고 있는 장면이나 상황)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""부가"", ""distractor_content_id"": ""SR_L5CORE_4906"", ""reason"": ""이 설명은 '국면'이 아니라 '부가'의 뜻이다(주된 것에 다른 것을 더 덧붙이는 것). '국면'(어떤 일이 벌어지고 있는 장면이나 상황)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""감안"", ""distractor_content_id"": ""SR_L5CORE_4837"", ""reason"": ""이 설명은 '국면'이 아니라 '감안'의 뜻이다(여러 사정을 참고하여 생각에 넣는 것). '국면'(어떤 일이 벌어지고 있는 장면이나 상황)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
MF_C_SC_SRL4L5PILOT_20260925_L5_009,MF_C_SC_SRL4L5PILOT_20260925_L5_009,CONTEXT_MEANING,SR_L5CORE_4848,4848,국면,명사,5,"다음 문장에서 표시된 낱말의 뜻으로 가장 알맞은 것은?

협상이 새로운 【국면으로】 접어들었다.","[""어떤 일이 벌어지고 있는 장면이나 상황"", ""서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것"", ""주된 것에 다른 것을 더 덧붙이는 것"", ""여러 사정을 참고하여 생각에 넣는 것""]",1,"{""correct_option"": 1}",문장 속 '국면으로'는 '어떤 일이 벌어지고 있는 장면이나 상황'을 뜻합니다.,"[{""option_no"": 2, ""distractor_lemma"": ""대등"", ""distractor_content_id"": ""SR_L5CORE_4868"", ""reason"": ""이 설명은 '국면'이 아니라 '대등'의 뜻이다(서로 비교했을 때 높고 낮음이나 잘하고 못함의 차이가 없이 비슷한 것). '국면'(어떤 일이 벌어지고 있는 장면이나 상황)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 3, ""distractor_lemma"": ""부가"", ""distractor_content_id"": ""SR_L5CORE_4906"", ""reason"": ""이 설명은 '국면'이 아니라 '부가'의 뜻이다(주된 것에 다른 것을 더 덧붙이는 것). '국면'(어떤 일이 벌어지고 있는 장면이나 상황)과 의미 영역이 다르므로 오답이다.""}, {""option_no"": 4, ""distractor_lemma"": ""감안"", ""distractor_content_id"": ""SR_L5CORE_4837"", ""reason"": ""이 설명은 '국면'이 아니라 '감안'의 뜻이다(여러 사정을 참고하여 생각에 넣는 것). '국면'(어떤 일이 벌어지고 있는 장면이나 상황)과 의미 영역이 다르므로 오답이다.""}]",schema_reading_l4l5_pilot_dryrun_v1,"관리자 검토용 초안 (전문가 검수 완료 아님) - V항목, phase15 AUTO_PASS 기반",L5 고1 근거는 개별 학년 태그가 아니라 정책 매핑임(phase14 보고서 한계 재인용),PASS,-
