group,v_s,lemma,pos,literacy_source,literacy_term_id,literacy_definition,l4_basis,student_definition,example_sentence,example_target_form,subject_category,note_week,reuse_check,final_classification,classification_reason,caution,content_id,vocab_level,level_status
D_29_new_V_S_candidates,S,해류,명사,schemareading-schema,6418,오랜 기간 동안 일정한 방향으로 흐르는 지속적인 해수의 흐름.,"literacy.db 실제 저장 level=4, term_id=6418 재조회 확인(2026-09-25 라이브 재검증)",바닷물이 오랫동안 일정한 방향으로 흐르는 것,따뜻한 해류를 타고 물고기 떼가 북쪽으로 이동했습니다.,해류,지구과학,7주차 / 소분류: 바닷물의 움직임,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_6418,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,기권의 층상구조,명사,schemareading-schema,6426,"기권을 높이에 따른 기온 변화를 기준으로 하여 4개의 층으로 구분한 것. 지표면에서부터 상층까지 대류권, 성층권, 중간권, 열권으로 나뉜다.","literacy.db 실제 저장 level=4, term_id=6426 재조회 확인(2026-09-25 라이브 재검증)",높이에 따른 기온 변화를 기준으로 대기를 네 개의 층으로 나눈 것,과학 시간에 기권의 층상구조를 그림으로 나타내며 대류권과 성층권의 차이를 배웠습니다.,기권의 층상구조,지구과학,8주차 / 소분류: 뜨거워지는 지구,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_6426,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,세포분열,명사,schemareading-schema,6460,일정한 크기에 도달한 세포가 두 개의 세포로 나누어지는 현상.,"literacy.db 실제 저장 level=4, term_id=6460 재조회 확인(2026-09-25 라이브 재검증)",세포가 일정한 크기가 되면 두 개로 나누어지는 현상,우리 몸이 자라는 것은 세포분열이 계속 일어나기 때문입니다.,세포분열,생명과학,14주차 / 소분류: 우리 몸의 성장은 어떻게 이뤄지는가?,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_6460,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,순물질,명사,schemareading-schema,6476,한 종류의 물질로만 이루어진 물질.,"literacy.db 실제 저장 level=4, term_id=6476 재조회 확인(2026-09-25 라이브 재검증)",다른 것이 섞이지 않고 한 가지 물질로만 이루어진 것,실험에 사용한 증류수는 순물질에 해당합니다.,순물질,화학,17주차 / 소분류: 라면 끓일 때 스프를 넣고 끓이면 100℃ 에도 끓지 않는 이유,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_6476,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,사회변동,명사,schemareading-schema,5410,"사회 질서나 구조가 부분적 또는 전체적으로 변화가 나타나는 현상. 즉 한 사회의 질서나 구조, 규범, 가치관 등이 시간이 지나면서 변화하는 것.","literacy.db 실제 저장 level=4, term_id=5410 재조회 확인(2026-09-25 라이브 재검증)","사회의 질서나 구조, 가치관 등이 시간이 지나며 달라지는 현상",교통과 통신의 발달은 사회변동을 빠르게 만들었습니다.,사회변동,일반사회,1주차 / 소분류: 사회 변화의 물결,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_5410,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,고원,명사,schemareading-schema,5427,해발 고도가 높은 곳에 있지만 지형의 높낮이가 크지 않고 평탄한 곳.,"literacy.db 실제 저장 level=4, term_id=5427 재조회 확인(2026-09-25 라이브 재검증)",높은 곳에 있지만 표면이 평평한 넓은 땅,이 지역은 해발 고도가 높은 고원 지대라 여름에도 서늘합니다.,고원,지리,"4주차 / 소분류: 지구가 살아서 움직이는 증거, 산지지형","vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_5427,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,곶,명사,schemareading-schema,5431,육지가 바다 쪽으로 튀어나와 있는 곳으로 포항의 호미곶 등이 있음.,"literacy.db 실제 저장 level=4, term_id=5431 재조회 확인(2026-09-25 라이브 재검증)",육지가 바다 쪽으로 뾰족하게 튀어나온 곳,배는 곶을 돌아 항구로 들어왔습니다.,곶,사회,"5주차 / 소분류: 바다와 육지의 만남, 해안 지형","vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_5431,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,가변성,명사,schemareading-schema,5442,"자원의 가치는 기술 수준, 경제 수준, 사회 문화적 배경에 따라 변함.","literacy.db 실제 저장 level=4, term_id=5442 재조회 확인(2026-09-25 라이브 재검증)","자원의 가치가 기술이나 경제 수준, 사회·문화적 배경에 따라 달라지는 성질",석유의 가치는 시대와 기술 수준에 따라 달라지는 가변성을 지닙니다.,가변성,사회,6주차 / 소분류: 자원을 두고 경쟁하는 지구촌,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",HOLD,"literacy.db 원문이 '자원의 가치는 기술 수준, 경제 수준, 사회 문화적 배경에 따라 변함'처럼 현상을 서술하는 문장형이며, '가변성'이라는 표제어 자체를 사전적으로 정의하는 문장이 아니다(성질/속성이라는 지정이 원문에 명시돼 있지 않고 해석으로 보충함) - 독립 근거가 다른 13건보다 약함. 개별 HOLD, 나머지 49건은 계속 진행.",,,,
D_29_new_V_S_candidates,S,대통령,명사,schemareading-schema,5488,외국에 대하여 국가를 대표하는 국가의 원수. 우리나라에서는 행정부의 실질적인 권한도 갖는다.,"literacy.db 실제 저장 level=4, term_id=5488 재조회 확인(2026-09-25 라이브 재검증)",나라를 대표하고 행정부를 이끄는 국가의 최고 책임자,대통령은 다른 나라 정상과 만나 우리나라를 대표해 이야기를 나눕니다.,대통령,사회,"14주차 / 소분류: 국민의 일꾼, 행정부","vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_5488,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,사법권,명사,schemareading-schema,5495,"민사, 형사, 행정에 관한 재판권으로서 법원에 속해 있다.","literacy.db 실제 저장 level=4, term_id=5495 재조회 확인(2026-09-25 라이브 재검증)",다툼이나 범죄에 대해 재판을 할 수 있는 권한,법원은 사법권을 가지고 여러 사건을 재판합니다.,사법권,사회,"15주차 / 소분류: 국민의 판관, 사법부","vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인","기존 vocabulary_contents의 '사법부'(권한을 행사하는 기관)와 '사법권'(권한 자체)을 혼동할 수 있음 — 이번 신규 97건과 무관한 기존 콘텐츠와의 교차 혼동 위험 (phase15 감사가 결과표 caution 컬럼 누락을 확인, phase16에서 caution 컬럼에 직접 보충)",SR_L4CORE_5495,4,REVIEW_BOUNDARY
D_29_new_V_S_candidates,S,균형 가격,명사,schemareading-schema,5518,시장에서 수요량과 공급량이 일치하여 상품의 가격이 더는 변하지 않는 균형 상태에 도달하게 될 때의 가격. 시장 가격.,"literacy.db 실제 저장 level=4, term_id=5518 재조회 확인(2026-09-25 라이브 재검증)",사려는 양과 팔려는 양이 같아져서 더 이상 변하지 않는 가격,사과의 수요량과 공급량이 같아지는 지점에서 균형 가격이 정해졌습니다.,균형 가격,사회,18주차 / 소분류: 시장 경제의 보이지 않는 손,"vocabulary_contents(5723건, 서버) 전체 lemma 대조 - 0건 일치(REUSE 후보 없음)",NEW_PRIVATE_LOADABLE,"literacy.db V/S level=4, review_status=검수전, AI자동생성 태그 없음, 이번 세션 신규 정의/예문 작성 및 뜻 일치 확인",,SR_L4CORE_5518,4,REVIEW_BOUNDARY
