literacy_term_id,v_s,source,headword,definition,subject_category,note_raw,review_status_raw,reviewed_at,ai_tagged,external_id,classification
5832,S,schemareading-schema,체리피커,기업의 혜택이나 실속만 챙기고 정작 주요 상품이나 서비스는 이용하지 않는 소비자.,사회,소분류: 바람직한 소비선택 / 주차: 6주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-856,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5833,S,schemareading-schema,통화정책수단,중앙은행이 시중의 통화량이나 금리를 조절하여 경제를 안정시키기 위해 사용하는 정책적 도구.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-857,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5834,S,schemareading-schema,지급준비제도,금융 기관이 예금자의 출금 요구에 응하기 위해 예금액의 일정 비율을 중앙은행에 예치하도록 하는 제도.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-858,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5835,S,schemareading-schema,공개시장운영정책,중앙은행이 금융 시장에서 국공채 등을 매매하여 시중의 통화량과 금리를 조절하는 정책.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-859,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5836,S,schemareading-schema,대출정책,중앙은행이 예금 은행에 자금을 대출하거나 조건과 금리를 조절하여 시중 통화량을 관리하는 정책.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-860,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5837,S,schemareading-schema,통화지표,시중에 유통되는 돈의 양과 흐름을 나타내는 지표.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-861,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5838,S,schemareading-schema,본원통화,중앙은행이 공급하여 통화 창출의 기초가 되는 돈.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-862,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5839,S,schemareading-schema,파생통화,금융 기관의 예금과 대출을 통해 새로 만들어진 통화.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-863,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5840,S,schemareading-schema,통화승수,본원통화 한 단위가 창출해 내는 총통화량의 배수.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-864,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5841,S,schemareading-schema,신용창조,은행이 예금을 바탕으로 대출을 반복하며 통화량을 늘려 가는 일.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-865,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5842,S,schemareading-schema,승수효과,어떤 경제 요인의 변화가 연쇄적인 영향을 미쳐 사회 전체의 소득을 크게 늘리는 효과.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-866,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5843,S,schemareading-schema,유동성함정,금리를 낮추어도 경제 주체들이 돈을 쓰지 않아 경기가 회복되지 않는 상태.,사회,소분류: 통화정책 / 주차: 7주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-868,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5844,S,schemareading-schema,환율의 경기자동조절기능,환율 변동에 따라 수출입과 물가가 조정되면서 경기가 자동으로 조절되는 기능.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-870,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5845,S,schemareading-schema,고정환율제도,정부나 중앙은행이 환율을 일정한 수준으로 고정해 두는 제도.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-871,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5846,S,schemareading-schema,변동환율제도,외환 시장의 수요와 공급에 따라 환율이 결정되도록 하는 제도.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-872,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5847,S,schemareading-schema,기준금리,"한 나라의 금리 체계에서 기준이 되는 금리로, 중앙은행이 결정한다.",사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-873,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5848,S,schemareading-schema,기준환율,다른 나라 돈과 교환할 때 기준이 되는 환율.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-874,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5849,S,schemareading-schema,기축통화,국제적인 거래나 금융 결제에서 기본으로 사용되는 통화.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-875,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5850,S,schemareading-schema,디커플링,한 국가의 경제가 세계 경제나 다른 국가의 흐름과 벗어나 독자적으로 움직이는 현상.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-876,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5851,S,schemareading-schema,명목금리,물가 변동을 반영하지 않고 금융 기관이 표면상으로 제시한 금리.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-877,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5852,S,schemareading-schema,실질금리,명목 금리에서 물가 상승률을 뺀 실제 금리.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-878,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5853,S,schemareading-schema,평가절상,한 나라의 통화 가치를 다른 나라의 통화에 비해 높이는 일.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-879,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5854,S,schemareading-schema,평가절하,한 나라의 통화 가치를 다른 나라의 통화에 비해 낮추는 일.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-880,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5855,S,schemareading-schema,환리스크,환율 변동으로 인해 손실을 입을 가능성이나 위험.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-881,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5856,S,schemareading-schema,환차손,환율이 변동함에 따라 발생하는 손실.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-882,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5857,S,schemareading-schema,환차익,환율이 변동함에 따라 발생하는 이익.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-883,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5858,S,schemareading-schema,J커브효과,환율 상승 초기에는 무역 수지가 악화되다가 시간이 지나며 개선되는 현상.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-884,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5859,S,schemareading-schema,리디노미네이션,화폐의 가치는 그대로 유지하면서 액면가를 낮추어 표기하는 일.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-885,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5860,S,schemareading-schema,토빈세,단기 투기성 자금의 급격한 이동을 막기 위해 국제 금융 거래에 부과하는 세금.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-886,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5861,S,schemareading-schema,블랙스완,발생 가능성은 매우 낮지만 일단 발생하면 커다란 충격을 주는 사건.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-887,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5862,S,schemareading-schema,화이트스완,충분히 예측할 수 있고 예방할 수 있지만 반복해서 나타나는 위기 상황.,사회,소분류: 환율 / 주차: 8주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-888,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5863,S,schemareading-schema,자유의지,자신의 행동과 의사를 외부의 강요 없이 스스로 결정할 수 있는 의지.,사회,소분류: 자유와 평등 / 주차: 9주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-889,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5864,S,schemareading-schema,결정론,세상의 모든 사건이나 인간의 행동이 이미 결정되어 있다는 견해.,사회,소분류: 자유와 평등 / 주차: 9주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-890,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5865,S,schemareading-schema,소극적자유,타인이나 국가 등의 외부로부터 간섭이나 구속을 받지 않는 상태.,사회,소분류: 자유와 평등 / 주차: 9주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-891,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5866,S,schemareading-schema,적극적자유,자신의 의지에 따라 스스로 목표를 정하고 실현할 수 있는 상태.,사회,소분류: 자유와 평등 / 주차: 9주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-892,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5867,S,schemareading-schema,자유의 역설,무제한의 자유가 오히려 타인의 자유를 침해하는 결과를 가져오는 현상.,사회,소분류: 자유와 평등 / 주차: 9주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-893,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5868,S,schemareading-schema,도덕적 자율,외부의 강요 없이 스스로 도덕 규범을 세우고 이를 실천하는 태도.,사회,소분류: 자유와 평등 / 주차: 9주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-894,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5869,S,schemareading-schema,도덕적 갈등상황,서로 충돌하는 둘 이상의 도덕적 가치 사이에서 선택해야 하는 상황.,사회,소분류: 자유와 평등 / 주차: 9주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-895,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5870,S,schemareading-schema,사실판단과 가치판단,객관적 사실을 판단하는 것과 주관적 가치 기준에 따라 판단하는 것.,사회,소분류: 자유와 평등 / 주차: 9주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-896,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5871,S,schemareading-schema,도덕적 상대주의,도덕적 가치나 규범이 사회나 시대에 따라 달라진다고 보는 견해.,사회,소분류: 자유와 평등 / 주차: 9주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-897,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5872,S,schemareading-schema,도덕적 정당화,어떤 행위나 판단이 도덕적으로 옳음을 이치에 맞게 증명함.,사회,소분류: 정의와 공정 / 주차: 10주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-898,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5873,S,schemareading-schema,동기론,행위의 결과보다 행위를 하게 된 동기를 도덕적 평가의 기준으로 삼는 관점.,사회,소분류: 정의와 공정 / 주차: 10주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-899,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5874,S,schemareading-schema,결과론,행위의 동기보다 행위가 가져오는 결과를 도덕적 평가의 기준으로 삼는 관점.,사회,소분류: 정의와 공정 / 주차: 10주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-900,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5875,S,schemareading-schema,형식적평등,개인의 차이를 고려하지 않고 모든 사람을 똑같이 대우하는 것.,사회,소분류: 정의와 공정 / 주차: 10주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-902,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5876,S,schemareading-schema,실질적평등,개인의 조건과 차이를 고려하여 실질적으로 균등한 기회를 제공하는 것.,사회,소분류: 정의와 공정 / 주차: 10주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-903,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5877,S,schemareading-schema,합리적차별,합당한 이유와 정당한 기준에 따라 다르게 대우하는 일.,사회,소분류: 정의와 공정 / 주차: 10주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-904,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5878,S,schemareading-schema,형식적정의,법이나 규칙을 적용할 때 동일한 기준과 절차를 공정하게 따르는 정의.,사회,소분류: 정의와 공정 / 주차: 10주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-905,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5879,S,schemareading-schema,실질적정의,개인의 구체적인 조건이나 차이를 고려하여 실질적 평등을 실현하는 정의.,사회,소분류: 정의와 공정 / 주차: 10주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-906,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5880,S,schemareading-schema,공리의 원리,최대 다수의 최대 행복을 행위나 정책의 올바른 평가 기준으로 삼는 원리.,사회,소분류: 정의와 공정 / 주차: 10주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-907,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5881,S,schemareading-schema,공권력,국가나 공공 단체가 공공복리를 위하여 국민에게 행사하는 강제적인 권력.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-908,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5882,S,schemareading-schema,국가주의,국가의 이익과 발전을 개인의 자유나 권리보다 우선시하는 정치 사상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-909,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5883,S,schemareading-schema,무정부주의,모든 형태의 국가 권력과 강제적인 정부 통제를 부정하는 정치 사상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-910,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5884,S,schemareading-schema,공화제,세습 군주 없이 국민이 선출한 대표가 국가를 통치하는 정치 형태.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-911,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5885,S,schemareading-schema,입헌군주제,헌법에 따라 군주의 권력을 제한하고 법을 준수하게 하는 정치 형태.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-912,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5886,S,schemareading-schema,이데올로기,인간과 사회에 대한 체계적이고 신념화된 행동 지침이나 생각의 틀.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-913,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5887,S,schemareading-schema,자연권,"인간이 태어나면서부터 자연적으로 가지는, 누구도 침해할 수 없는 권리.",사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-914,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5888,S,schemareading-schema,홉스의 사회계약론,혼란을 벗어나기 위해 절대 권력자에게 권리를 양도한다는 사회 계약 이론.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-915,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5889,S,schemareading-schema,로크의 사회계약론,기본권 보장을 위해 정부에 권한을 위임하고 저항권을 명시한 사회 계약 이론.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-916,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5890,S,schemareading-schema,루소의 사회계약론,일반의지에 따라 주권을 가진 국민이 직접 공동체를 형성한다는 사회 계약 이론.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-917,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5891,S,schemareading-schema,국가 중립성,국가가 특정한 종교나 가치관에 개입하지 않고 중립을 지켜야 한다는 원칙.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-918,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5892,S,schemareading-schema,공유의 비극,모두가 함께 쓰는 자원이 개인의 이기심으로 인해 남용되어 고갈되는 현상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-919,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5893,S,schemareading-schema,구성적 공동체,개인이 속한 공동체가 개인의 정체성 형성에 결정적 역할을 한다고 보는 공동체.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-920,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5894,S,schemareading-schema,공동선,사회 구성원 모두에게 공통으로 이익이 되는 선이나 복지.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-921,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5895,S,schemareading-schema,도덕적 인간과 비도덕적 사회,개인은 도덕적일 수 있으나 집단은 이기적으로 행동하기 쉽다는 라인홀드 니부어의 이론.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-922,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5896,S,schemareading-schema,집단 이기주의,자신이 속한 집단의 이익만을 이기적으로 추구하는 태도.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-923,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5897,S,schemareading-schema,개인주의,국가나 집단보다 개인의 자유와 권리를 우선시하는 사상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-924,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5898,S,schemareading-schema,이기주의,타인이나 사회보다 자신의 이익만을 우선으로 생각하고 추구하는 태도.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-925,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5899,S,schemareading-schema,님비,혐오 시설이나 기피 시설이 자신이 사는 지역에 들어서는 것을 반대하는 현상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-926,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5900,S,schemareading-schema,핌비,편의 시설이나 이익이 되는 시설을 자신이 사는 지역에 유치하려는 현상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-927,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5901,S,schemareading-schema,사회윤리,"사회 구조나 제도, 집단 간의 관계에서 지켜야 할 도덕적 규범.",사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-928,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5902,S,schemareading-schema,연대의식,같은 집단의 구성원으로서 서로 돕고 책임과 운명을 함께하려는 의식.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-929,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5903,S,schemareading-schema,정치적의무,국가나 정치 공동체의 법과 권위에 따르고 협력해야 할 시민의 의무.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-930,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5904,S,schemareading-schema,민족정체성,한 민족의 구성원으로서 공유하는 역사적·문화적 소속감과 자의식.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-931,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5905,S,schemareading-schema,국가정체성,특정 국가의 국민으로서 갖는 소속감과 자의식.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-932,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5906,S,schemareading-schema,세계주의,인류 전체를 하나의 공동체로 보고 국가나 민족의 경계를 뛰어넘으려는 사상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-933,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5907,S,schemareading-schema,민본주의,백성을 국가의 근본으로 여기고 백성의 삶을 최우선으로 삼는 정치 사상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-934,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5908,S,schemareading-schema,보이지않는손,개인의 사적 이익 추구가 시장 가격을 통해 사회 전체의 이익으로 이어지는 자율적 조정 기능.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-935,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5909,S,schemareading-schema,가치전도현상,본래의 중요한 목적과 수단이 뒤바뀌어 수단이 목적처럼 취급되는 현상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-936,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5910,S,schemareading-schema,인간소외현상,인간이 만든 물질이나 제도에 인간 스스로가 지배당하여 인간성을 잃어버리는 현상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-937,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5911,S,schemareading-schema,사회주의,생산 수단의 사회적 소유와 관리를 통해 평등한 사회를 건설하고자 하는 사상 및 제도.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-938,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5912,S,schemareading-schema,민주사회주의,민주주의적인 절차와 방법에 따라 사회주의적 가치를 실현하려는 정치 사상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-939,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5913,S,schemareading-schema,전체주의,개인의 자유와 권리보다 국가나 집단의 이익을 절대적으로 우선시하는 정치 사상이나 체제.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-940,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5914,S,schemareading-schema,복지자본주의,자본주의 시장 경제를 기본으로 하면서 국가의 복지 정책을 통해 국민의 삶을 보장하는 제도.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-941,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5915,S,schemareading-schema,시장자유주의,정부의 개입을 줄이고 시장의 자율성과 개인의 자유로운 경제 활동을 강조하는 사상.,사회,소분류: 개인과 국가 / 주차: 11주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-942,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5916,S,schemareading-schema,민족,"같은 언어, 문화, 역사를 공유하며 공동체 의식을 가지고 있는 사람들의 집단.",사회,소분류: 민족주의 / 주차: 12주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-943,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5917,S,schemareading-schema,민족주의,"자기 민족의 독립과 발전, 단결을 최고의 가치로 여기는 사상이나 태도.",사회,소분류: 민족주의 / 주차: 12주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-944,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
5918,S,schemareading-schema,자민족중심주의,자기 민족의 문화나 가치만을 우월하다고 믿고 다른 민족을 배척하는 태도.,사회,소분류: 민족주의 / 주차: 12주차 / [AI 자동 생성 뜻풀이],검수완료,2026-09-01 23:47:34,Y,social-945,REQUEUE_AI_GENERATED_PENDING_HUMAN_REVIEW
