literacy_term_id,v_s,source,headword,pos,definition,sense_category,subject_category,note_raw,grade_level_raw,grade_source_raw,grade_evidence_strength,review_status_raw,ai_tagged,external_id,lower_level_match_count,lower_level_match_detail,reuse_check,homonym_numeric_suffix,caution,final_classification,classification_reason,proposed_first_l6_batch
4956,V,schemareading-tooldict,자발적,명사,남이 시키거나 요청하지 아니하여도 자기 스스로 나아가 행하는 것.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-48,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4957,V,schemareading-tooldict,자아,명사,"자기 자신에 대한 의식이나 관념. 정신 분석학에서는 이드(id), 초자아와 함께 성격을 구성하는 한 요소로, 현실 원리에 따라 이드의 원초적 욕망과 초자아의 양심을 조정한다.",,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-50,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4958,V,schemareading-tooldict,잠정,명사,임시로 정함.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-52,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4959,V,schemareading-tooldict,전면,명사,물체의 앞쪽 면.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-56,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,이면(뒷면)과 정반대 의미의 대비 짝(앞면/뒷면) - 동시 출제 시 구분 문구 권장,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4960,V,schemareading-tooldict,전이,명사,자리나 위치 따위를 다른 곳으로 옮김.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-58,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4961,V,schemareading-tooldict,전제,명사,어떠한 사물이나 현상을 이루기 위하여 먼저 내세우는 것.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-59,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4962,V,schemareading-tooldict,전형적,명사,어떤 부류의 특징을 가장 잘 나타내는 것.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-60,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4963,V,schemareading-tooldict,지,명사,사물의 이치를 밝히고 그것을 올바르게 판별하고 처리하는 능력.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-66,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,HOLD,"정의가 매우 기초적/일반적('사물의 이치를 밝히고 그것을 올바르게 판별하고 처리하는 능력.')이라 고2~3(L6) 수준 근거가 약함 - level=6 배정은 grade_level 개별 태그 없이 정책 매핑(grade_source=manual)에만 의존, 개별 근거로 보강 필요",
4964,V,schemareading-tooldict,창출,명사,전에 없던 것을 처음으로 생각하여 지어내거나 만들어 냄.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-68,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4965,V,schemareading-tooldict,체재,명사,생기거나 이루어진 틀. 또는 그런 됨됨이.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-71,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4966,V,schemareading-tooldict,총합,명사,모두를 합함.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-73,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4967,V,schemareading-tooldict,추진,명사,물체를 밀어 앞으로 내보냄.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-75,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4968,V,schemareading-tooldict,취하,명사,신청하였던 일이나 서류 따위를 취소함.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-78,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4969,V,schemareading-tooldict,타당성,명사,사물의 이치에 맞는 옳은 성질.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-79,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4970,V,schemareading-tooldict,탈피,명사,껍질이나 가죽을 벗김.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-81,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4971,V,schemareading-tooldict,통찰,명사,예리한 관찰력으로 사물을 꿰뚫어 봄.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-84,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,"고찰과 의미 인접(둘 다 ""깊이 살펴봄"" 계열) - 혼동 가능, 구분 문구 권장",NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4972,V,schemareading-tooldict,합리적,명사,이론이나 이치에 합당한 것.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-88,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4973,V,schemareading-tooldict,개략,명사,내용을 대강 추려 줄임. 또는 그런 것.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-90,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4974,V,schemareading-tooldict,개설02,명사,설비나 제도 따위를 새로 마련하고 그에 관한 일을 시작함.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-92,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",Y,,HOLD,"동형이의 번호 분리 표기(literacy.db 자체 표기) - phase11/12와 동일 기준으로 의미 미확정, 콘텐츠화 전 확정 필요",
4975,V,schemareading-tooldict,개진,명사,주장이나 사실 따위를 밝히기 위하여 의견이나 내용을 드러내어 말하거나 글로 씀.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-93,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4976,V,schemareading-tooldict,객관성,명사,주관으로부터 독립하여 존재하는 대상 자체에 속하여 있는 성질.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-95,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,"객관적과 같은 어근(""객관"")의 명사/관형사 파생쌍 - 같은 세트 출제 시 개념 중복 위험",NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4977,V,schemareading-tooldict,객관적,명사,자기와의 관계에서 벗어나 제삼자의 입장에서 사물을 보거나 생각하는 것.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-96,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,"객관성과 같은 어근(""객관"")의 명사/관형사 파생쌍 - 같은 세트 출제 시 개념 중복 위험",NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4978,V,schemareading-tooldict,객체,명사,의사나 행위가 미치는 대상.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-97,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4979,V,schemareading-tooldict,견지,명사,어떤 견해나 입장 따위를 굳게 지니거나 지킴.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-99,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4980,V,schemareading-tooldict,결속,명사,한 덩어리가 되게 묶음.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-100,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4981,V,schemareading-tooldict,결여,명사,마땅히 있어야 할 것이 빠져서 없어나 모자람.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-101,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4982,V,schemareading-tooldict,고찰,명사,어떤 것을 깊이 생각하고 연구함.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-104,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,"통찰과 의미 인접(둘 다 ""깊이 살펴봄"" 계열) - 혼동 가능, 구분 문구 권장",NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4983,V,schemareading-tooldict,공동체,명사,생활이나 행동 또는 목적 따위를 같이하는 집단.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-105,2,"[{""id"": 3157, ""headword"": ""공동체"", ""source"": ""momo-textbook"", ""level"": 0, ""definition"": ""같은 이념 또는 목적을 가지고 있는 집단.""}, {""id"": 5335, ""headword"": ""공동체"", ""source"": ""schemareading-schema"", ""level"": 3, ""definition"": ""생활이나 행동 또는 목적 등을 같이하는 집단으로 가족, 사회, 국가 등의 차원이 있다.""}]","NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,SENSE_REVIEW,"literacy.db 내 동일 headword가 momo-textbook level=0, schemareading-schema level=3에 핵심 의미가 사실상 동일한 정의로 이미 존재(""생활/행동/목적을 같이하는 집단"") - 자구는 다르나 개념 중복 위험, 저학년 개념과의 관계 확인 필요",
4984,V,schemareading-tooldict,관통,명사,꿰뚫어서 통함.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-107,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4985,V,schemareading-tooldict,궁극,명사,어떤 과정의 마지막이나 끝.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-108,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4986,V,schemareading-tooldict,극단,명사,맨 끝.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-109,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4987,V,schemareading-tooldict,극대,명사,더할 수 없이 큼.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-110,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4988,V,schemareading-tooldict,기각,명사,"소송을 수리한 법원이, 소나 상소가 형식적인 요건은 갖추었으나, 그 내용이 실체적으로 이유가 없다고 판단하여 소송을 종료하는 일.",,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-112,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4989,V,schemareading-tooldict,기인,명사,일이 일어나게 된 까닭.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-113,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",Y
4990,V,schemareading-tooldict,기호성,명사,즐기고 좋아하는 성질이나 특성.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-114,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4991,V,schemareading-tooldict,내,의존명사,일정한 범위의 안.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-115,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,HOLD,"정의가 매우 기초적/일반적('일정한 범위의 안.')이라 고2~3(L6) 수준 근거가 약함 - level=6 배정은 grade_level 개별 태그 없이 정책 매핑(grade_source=manual)에만 의존, 개별 근거로 보강 필요",
4992,V,schemareading-tooldict,논증,명사,옳고 그름을 이유를 들어 밝힘. 또는 그 근거나 이유.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-116,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4993,V,schemareading-tooldict,논지,명사,논하는 말이나 글의 취지.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-117,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4994,V,schemareading-tooldict,논하다,동사,의견이나 이론을 조리 있게 말하다.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-118,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4995,V,schemareading-tooldict,매커니즘,명사,사물의 작용 원리나 구조.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-120,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4996,V,schemareading-tooldict,명확성,명사,명백하고 확실한 성질.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-121,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4997,V,schemareading-tooldict,반문,명사,물음에 대답하지 아니하고 되받아 물음. 또는 그 물음.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-122,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4998,V,schemareading-tooldict,배타,명사,남을 배척함.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-124,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
4999,V,schemareading-tooldict,범주,명사,동일한 성질을 가진 부류나 범위.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-125,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5000,V,schemareading-tooldict,법칙,명사,반드시 지켜야만 하는 규범.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-126,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5001,V,schemareading-tooldict,분절성,명사,"언어에서, 여러 단위로 나누어지고 결합할 수 있는 특성. 또는 연속적으로 이루어져 있는 세계를 불연속적으로 끊어서 표현하는 특성. 경계가 분명하지 않은 무지개의 색깔을 일곱 개의 색깔로 끊어서 표현하는 것 따위이다.",,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-130,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5002,V,schemareading-tooldict,신장,명사,세력이나 권리 따위가 늘어남. 또는 늘어나게 함.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-135,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5003,V,schemareading-tooldict,실재,명사,실제로 존재함.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-137,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,"실질과 의미 인접(""실제로 존재/실제 본바탕"") - 혼동 가능",NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5004,V,schemareading-tooldict,실증,명사,확실한 증거.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-139,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5005,V,schemareading-tooldict,실질,명사,실제로 있는 본바탕.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-140,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,"실재와 의미 인접(""실제로 존재/실제 본바탕"") - 혼동 가능",NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5006,V,schemareading-tooldict,심층,명사,사물의 속이나 밑에 있는 깊은 층.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-145,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5007,V,schemareading-tooldict,아래,명사,어떤 기준보다 낮은 위치.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-147,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5008,V,schemareading-tooldict,암시,명사,넌지시 알림. 또는 그 내용. 뜻하는 바를 간접적으로 나타내는 표현법.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-148,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5009,V,schemareading-tooldict,양20,명사,일정한 모양이나 형식.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-151,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",Y,,HOLD,"동형이의 번호 분리 표기(literacy.db 자체 표기) - phase11/12와 동일 기준으로 의미 미확정, 콘텐츠화 전 확정 필요",
5010,V,schemareading-tooldict,양극화,명사,서로 점점 더 달라지고 멀어짐.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-153,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5011,V,schemareading-tooldict,양상,명사,사물이나 현상의 모양이나 상태.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-154,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5012,V,schemareading-tooldict,언급,명사,어떤 문제에 대하여 말함.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-155,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5013,V,schemareading-tooldict,역설02,명사,어떤 주의나 주장에 반대되는 이론이나 말.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-156,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",Y,,HOLD,"동형이의 번호 분리 표기(literacy.db 자체 표기) - phase11/12와 동일 기준으로 의미 미확정, 콘텐츠화 전 확정 필요",
5014,V,schemareading-tooldict,역점,명사,심혈을 기울이거나 쏟는 점.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-157,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
5015,V,schemareading-tooldict,연쇄,명사,연결된 사슬.,,,,,manual,"POLICY_MAPPING_ONLY(개별 학년 태그 없음, level=6→L6 정책 매핑에만 의존)",검수전,N,L6-161,0,,"NO_MATCH(exact lemma vs vocabulary_contents 5,820)",N,,NEW_CANDIDATE,"literacy.db 정의 원문 그대로 사용 가능, 동형이의/나선형 반복/기존 콘텐츠 중복 없음",
